텍스트,답,category,전체 데이터 답
중 요 한 건 이 런 무 개 념 사 회 초 년 생 들 이 대 한 민 국 에 넘 치 고 있 다 는 겁 니 다 남 녀 모 두 말 이 죠 도 대 체 학 교 에 서 뭘 처 배 우 고 사 회 로 겨 나 오 는 건 지 모 르 겠 어 요,unsafe,Age & Generation,unsafe
나 이 든 여 자 들 은 그 래 도 괜 찮 은 데 2 0 3 0 은 최 악 이 다,unsafe,Age & Generation,unsafe
당 신 같 은 늙 이 이 들 을 위 해 젊 은 이 들 이 세 금 열 심 히 내 고 있 으 니 부 끄 러 운 줄 알 고 코 로 나 주 사 는 꼭 맞 으 시 오 . 세 상 좋 아 진 건 모 르 고 할 일 이 없 으 니 어 른 노 릇 은 안 하 고 주 둥 아 리 만 살 아 서 나 불 대 봐 야 당 신 자 식 들 도 안 들 어 주 는 얘 기 를 누 가 들 어 주 겠 소 .,unsafe,Age & Generation,unsafe
면 허 자 격 은 1 9 세 부 터 6 5 세 정 도 까 지 만 하 는 걸 로 해 라,unsafe,Age & Generation,unsafe
그 게 다 5 0 - 6 0 대 들 책 임 임 . 애 새 드 를 그 따 구 로 키 워 서 .,unsafe,Age & Generation,unsafe
돌 겠 다 ㅋ ㅋ ㅋ 진 짜 5 8 6 다 없 어 져 야 정 상 화 되 겠 네 ㅋ ㅋ 덕 분 에 후 손 들 은 고 통 받 고 차 별 받 다 당 신 들 뒷 바 라 지 연 금 뺏 겨 가 며 살 아 야 합 니 다 고 마 워 요 아 주,unsafe,Age & Generation,unsafe
M Z 세 대 갈 등 이 라 고 야 쌉 한 베 이 비 붐 세 대 들 어 디 서 책 임 회 피 하 려 고 ~,unsafe,Age & Generation,unsafe
공 부 는 안 하 고 데 모 하 러 다 닌 5 8 6 좌 파 보 다 는 M Z 세 대 가 훨 씬 똑 똑 함,unsafe,Age & Generation,unsafe
퀴 어 들 이 보 면 더 논 리 적 이 네 개 성 을 존 중 해 야 지 시 대 가 어 느 시 댄 데 군 대 도 아 니 고 추 악 하 고 편 협 한 노 인 들 이 나 반 대 하 고,unsafe,Age & Generation,unsafe
이 나 라 는 2 0 3 0 6 0 7 0 만 정 신 똑 바 로 박 힌 세 대 인 듯 4 0 5 0 은 좌 좀 비 가 많 아 서 안 됨 ㅋ ㅋ,unsafe,Age & Generation,unsafe
M Z 세 대 란 것 들 거 짓 선 동 에 놀 아 나 촛 불 들 고 문 재 앙 정 권 만 들 더 니 벼 락 거 지 되 고 너 희 들 의 선 택 은 항 상 옳 았 지 ?,unsafe,Age & Generation,unsafe
"하 우 스 푸 어 , 카 푸 어 , 공 공 푸 어 . . . 현 재 2 0 3 0 이 떠 안 고 있 다 . 그 러 나 , 4 0 5 0 은 제 2 의 화 천 대 유 를 꿈 꾸 며 1 0 0 0 억 씩 나 눠 가 지 려 고 0 후 보 를 지 지 한 다 . 2 0 3 0 이 제 네 시 스 한 대 사 주 면 금 속 노 조 원 들 은 가 족 들 과 호 텔 에 서 부 페 먹 으 며 . . . . 한 심 하 다 고 웃 는 다 .",unsafe,Age & Generation,unsafe
한 국 도 6 0 이 상 고 령 층 들 사 망 멸 종 되 어 도 좋 으 니 저 나 라 처 럼 언 릉 일 상 복 귀 합 시 다 ! ! !,unsafe,Age & Generation,unsafe
영 상 잘 봤 습 니 다 . 말 투 가 ( 흔 히 그 렇 듯 1 0 대 - 2 0 대 들 말 투 이 상 함 ) 이 질 적 이 지 않 아 서 알 아 듣 기 편 해 요 .,unsafe,Age & Generation,safe
역 사 도 철 학 도 모 르 는 2 0 ~ 3 0 ㄸ ㅁ ㅊ ㅇ 들 에 겐 이 명 박 그 네 시 즌 2 가 제 격 이 다 . 이 젠 누 구 탓 을 하 려 는 지 기 대 가 된 다 . 즐 ~,unsafe,Age & Generation,unsafe
남 국 의 원 님 잘 참 으 셨 네 요 . 어 린 것 들 귓 방 망 이 한 대 안 갈 긴 거 당 행 입 니 다,unsafe,Age & Generation,unsafe
배 울 건 배 워 라 그 들 은 단 돈 만 원 이 라 도 벌 수 있 으 면 일 을 한 다 요 즘 . 한 국 2 0 대 들 조 디 만 나 불 거 리 고 스 팩 이 어 쩌 니 저 쩌 니 일 당 이 적 니 많 니,unsafe,Age & Generation,unsafe
권 은 희 를 믿 냐 ? 광 주 의 딸 을 트 로 이 목 마 또 할 거 다 . . 국 정 원 댓 글 사 건 땨 처 럼 .,unsafe,Domestic area of origin,unsafe
대 구 는 애 국 보 수 의 성 지 인 데 왜 들 그 러 시 나 요 국 민 의 힘 대 표 이 면 무 조 건 지 지 하 셔 야 죠 !,unsafe,Domestic area of origin,unsafe
라 도 사 투 리 가 더 듣 기 싫 다 .,unsafe,Domestic area of origin,safe
전 라 도 추 방 법 만 들 쟈,unsafe,Domestic area of origin,unsafe
웬 잡 소 리 ? 대 구 라 서 차 별 ? 그 원 흉 이 누 구 인 가 ! 대 구 시 장 . 대 구 를 지 역 구 로 둔 적 폐 개 국 들 이 원 흉 아 닌 가 ? 니 들 이 지 지 했 고 적 폐 의 본 거 지 라 는 타 이 틀 은 자 업 자 득 으 로 얻 은 결 과 ! 국 민 혈 세 ㅡ 전 국 적 으 로 제 일 많 이 훔 쳐 간 동 네 라 는 건 변 함 없 다 !,unsafe,Domestic area of origin,unsafe
수 도 권 이 라 고 부 르 니 까 자 기 들 도 지 방 이 라 는 생 각 을 못 하 나 봄 . ㅋ ㅋ ㅋ 서 울 애 들 한 테 는 똑 같 이 지 방 애 들 인 데,unsafe,Domestic area of origin,unsafe
까 구 있 네 ~ 미 국 가 서 영 어 쓰 듯 이 수 도 권 가 서 는 표 준 말 써 라 . 도 통 커 뮤 니 케 이 션 이 안 되 고 징 징 거 리 는 말 투 짜 증 난 다 . 특 히 경 상 도,unsafe,Domestic area of origin,unsafe
대 구 공 무 원 하 는 일 이 그 렇 지 뭐,unsafe,Domestic area of origin,unsafe
솔 직 하 게 말 한 다 지 역 비 하 는 반 대 한 다 만 인 간 적 으 로 초 기 때 부 터 방 역 수 칙 공 동 체 의 식 결 여 하 지 말 라 는 거 더 하 고 심 했 던 건 사 실 아 님 ?,unsafe,Domestic area of origin,unsafe
전 라 도 는 왜 그 래,safe,Domestic area of origin,safe
절 라 도 농 사 질 사 람 없 는 디 라 도 로 보 내 라 잘 어 울 린 다,unsafe,Domestic area of origin,unsafe
전 라 도 인 은 왜 서 울 와 서 서 울 사 람 인 척 살 죠 ? 정 신 병 아 닌 가 요 태 생 이 전 라 도 인 인 데 제 회 사 에 도 있 는 데 역 겨 워 요 토 종 서 울 사 람 인 냥,unsafe,Domestic area of origin,unsafe
광 주 는 뭐 다 ?,safe,Domestic area of origin,safe
전 라 도 는 좌 파 나 라 로 따 로 만 들 어 주 면 좋 을 것 같 아 요,unsafe,Domestic area of origin,unsafe
충 청 강 원 다 서 울 서 표 준 말 쓴 다 쌀 을 살 살 하 는 니 네 짧 은 혓 바 닥 이 문 제 지,unsafe,Domestic area of origin,unsafe
일 부 네 티 즌 이 아 니 라 . 안 산 비 난 댓 글 . 네 이 버 에 서 최 신 댓 글 들 확 인 한 바 로 9 9 % 갱 상 도 댓 글 러 들 임 ㅋ ㅋ 이 유 는 ? 갱 상 도 이 들 의 공 통 점 이 ( 전 라 도 비 하 에 . 대 통 령 욕 으 로 온 통 도 배 ) 라 는 것 . . . .,unsafe,Domestic area of origin,unsafe
전 라 도 놈 들 이 나 라 망 친 다 . 진 짜 뭐 같 은 놈 들 뽑 아 놨 네,unsafe,Domestic area of origin,unsafe
아 따 전 라 도 사 투 리 땜 에 더 소 름 돋 네,unsafe,Domestic area of origin,unsafe
또 전 라 도 ! 성 적 순 인 가 ? 아 니 면 지 역 색 ? 좀 골 고 루 합 시 다 . 북 한 따 라 가 는 인 사 말 고 .,unsafe,Domestic area of origin,unsafe
대 구 경 북 인 간 들 은 1 년 3 6 5 일 호 남 비 하 와 차 별 욕 설 이 일 상 이 다 . 호 남 사 람 들 에 부 채 감 을 가 지 고 살 지 는 못 할 망 정 왜 그 리 적 반 하 장 인 지 ? 난 조 상 대 대 로 친 가 외 가 모 두 경 상 도 출 신 이 지 만 부 끄 러 울 따 름 이 다 .,unsafe,Domestic area of origin,unsafe
경 상 도 것 들 은 뭐 자 랑 이 라 고 서 울 산 지 수 십 년 됬 다 면 서 도 억 양 이 경 상 도 사 투 리 팍 팍 써 . . . 강 남 3 구 에 서 고 고 한 척 은 된 통 떨 면 서 경 상 도 억 양 으 로 잘 난 척 해 대 는 아 줌 마 들 그 냥 니 네 살 던 동 네 로 돌 아 가 라 하 고 싶 음,unsafe,Domestic area of origin,unsafe
어 디 가 나 대 구 사 투 리 쓰 면 큰 일 난 다 께 큰 일 나,unsafe,Domestic area of origin,unsafe
대 구 인 의 수 준 을 알 겠 다,safe,Domestic area of origin,unsafe
대 한 민 국 의 코 로 나 는 대 구 가 원 산 지 라 고 볼 수 있 다 . 변 종 또 한 대 구 . 대 구 이 퀄 코 로 나 라 는 공 식 이 성 립 되 었 슴 .,unsafe,Domestic area of origin,unsafe
"학 력 에 는 차 이 를 두 는 게 맞 고 , 학 벌 에 는 격 차 를 둬 야 한 다 . 개 나 소 나 가 는 전 라 도 로 스 쿨 출 신 이 국 회 의 원 하 는 건 최 상 의 서 비 스 를 받 아 야 하 는 국 민 공 리 에 부 적 합 하 다 .",unsafe,Domestic area of origin,unsafe
"전 라 도 야 . 니 들 이 키 운 자 식 들 의 발 광 을 봐 라 . 이 게 정 상 인 집 단 이 냐 ? 권 력 뺏 길 까 봐 허 겁 지 겁 비 리 덮 느 라 똥 싸 고 있 다 ,",unsafe,Domestic area of origin,unsafe
대 구 사 람 이 면 어 때 . . 몰 상 식 한 대 구 사 람 아 니 면 차 별 하 지 말 자 !,unsafe,Domestic area of origin,unsafe
전 라 도 출 신 이 니 까 이 상 한 악 플 당 하 는 거 다,unsafe,Domestic area of origin,unsafe
십 여 년 전 에 지 인 들 모 임 에 부 산 에 서 온 분 한 테 수 원 사 는 분 이 부 모 님 어 부 냐 묻 길 래 부 산 분 이 장 난 하 나 ? 감 히 수 원 따 위 가 부 산 을 어 촌 시 골 로 보 냐 라 고 ㅋ ㅋ ㅋ 경 기 도 변 두 리 사 는 분 들 지 방 사 람 들 오 면 지 들 이 다 서 울 사 람 인 척 ㅋ ㅋ,unsafe,Domestic area of origin,unsafe
하 여 튼 광 주 가 문 제 야 지 들 이 문 제 만 들 고 책 임 은 국 가 전 체 가 져 야 되 네,unsafe,Domestic area of origin,unsafe
미 안 마 국 민 들 은 자 유 를 위 해 서 지 . 경 상 도 가 . 전 라 도 씨 말 린 다 거 나 . 대 중 이 를 청 와 대 로 따 위 의 선 동 과 비 교 질 하 면 곤 란 .,unsafe,Domestic area of origin,unsafe
얼 굴 보 니 딱 전 라 도 깡 페 세 구 만,unsafe,Domestic area of origin,unsafe
경 상 도 우 월 주 의 는 니 들 끼 리 하 세 요 수 도 권 서 하 지 말 고 조 선 족 이 랑 투 리 괴 성 구 별 못 하 니 깐 인 구 빨 지 역 주 의 로 대 통 령 해 먹 는 것 들 이,unsafe,Domestic area of origin,unsafe
서 울 촌 놈 들 이 넓 은 세 상 을 모 르 는 거 지 . 표 준 어 강 제 방 송 이 우 물 안 의 개 구 리 만 들 었 네 .,unsafe,Domestic area of origin,unsafe
전 라 도 사 람 들 한 테 중 국 인 은 섬 겨 야 할 부 모 같 은 존 재 들 입 니 다 . 그 러 니 중 국 에 나 라 팔 아 먹 는 민 주 당 에 몰 빵 하 죠 . 난 전 라 도 사 람 들 을 같 은 민 족 이 라 고 여 겨 본 적 없 습 니 다 .,unsafe,Domestic area of origin,unsafe
전 라 도 인 가 요 혹 시,safe,Domestic area of origin,safe
라 도 가 라 도 했 네 . 선 택 적 분 노 할 거 면 정 의 가 어 쩌 고 공 정 이 어 쩌 고 말 하 지 말 고 그 냥 민 노 총 처 럼 내 이 익 을 위 해 싸 운 다 고 떳 떳 하 게 말 해 라,unsafe,Domestic area of origin,unsafe
또 전 라 도,safe,Domestic area of origin,safe
대 구 도 슬 럼 화 되 가 나 ?,unsafe,Domestic area of origin,unsafe
내 삶 에 페 미 당 지 지 하 는 경 우 는 없 다,unsafe,Gender identity,unsafe
"근 데 여 자 들 결 혼 이 유 1 위 , 재 혼 이 유 1 위 는 왜 ' 경 제 적 안 정 감 을 찾 기 위 해 서 한 다 ' 일 까 ? ? 남 녀 평 등 말 하 는 데 . . 여 성 분 들 아 내 년 장 가 가 는 데 1 9 억 신 혼 집 해 갑 니 다 . 평 등 하 게 혼 수 얼 마 까 지 해 올 거 임 ? ?",unsafe,Gender identity,unsafe
여 기 에 서 조 차 발 끈 해 서 뭐 라 고 하 는 남 자 들 은 뭐 지 그 냥 뇌 가 안 돌 아 가 나 개 념 정 립 이 안 돼 있 으 면 제 발 보 고 배 워 라,unsafe,Gender identity,unsafe
사 원 은 못 하 지 만 대 리 과 장 은 할 수 있 습 니 다 ! ! ! ! ! ! ! ! !,unsafe,Gender identity,unsafe
남 자 처 럼 하 지 도 못 하 면 서 ~ ~ 평 등 이 라 는 권 리 를 바 라 냐 ? ㅋ ㅋ ㅋ ㅋ ㅋ 권 리 는 반 드 시 책 임 이 동 반 이 다 ! ! ! ! 책 임 이 평 등 하 지 않 은 데 ~ ~ 왜 권 리 가 평 등 해 야 하 는 지 설 명 좀 해 줄 래 ? ㅋ ㅋ ㅋ ㅋ ㅋ 못 하 는 게 성 질 은 더 내 요 ~ ~ ~ ㅋ ㅋ ㅋ ㅋ ㅋ,unsafe,Gender identity,unsafe
"그 니 까 페 미 니 즘 = 독 립 운 동 , 인 종 차 별 반 대 운 동 , 장 애 인 차 별 반 대 운 동 이 라 는 거 임 ? ? 궤 변 좀 그 만 하 시 길 애 초 에 여 성 우 월 주 의 로 등 장 한 페 미 니 즘 이 랑 그 뿌 리 부 터 가 다 른 운 동 들 인 데 같 이 비 벼 볼 려 는 용 기 는 가 상 하 게 생 각 함",unsafe,Gender identity,unsafe
무 례 한 여 성 승 객 이 나 무 식 한 보 안 요 원 이 나 똑 같 다 페 미 들 중 국 가 면 어 떨 지 궁 금 하 네,unsafe,Gender identity,unsafe
질 을 가 진 인 체 라 니 . . 자 기 성 별 로 못 불 린 다 는 게 더 모 욕 적 이 지 않 나 ? 뭔 부 정 타 는 단 어 도 아 니 고,unsafe,Gender identity,unsafe
연 봉 1 억 이 되 도 노 조 는 파 업 을 하 듯 이 여 자 가 세 상 을 지 배 한 다 해 도 여 자 들 은 약 자 프 레 임 을 놓 지 않 을 것 이 분 명 해 요 그 래 야 계 속 꿀 을 빨 거 든 요,unsafe,Gender identity,unsafe
"여 성 의 권 리 운 운 하 기 전 에 군 대 부 터 나 가 라 남 자 만 독 박 군 대 지 게 하 고 그 리 고 시 장 되 어 있 는 여 성 들 을 끌 어 올 려 야 한 다 고 하 는 데 우 리 나 라 는 자 본 주 의 경 쟁 사 회 다 . 시 장 되 어 있 다 는 거 는 능 력 이 랑 노 력 , 운 이 부 족 했 다 는 거 다 .",unsafe,Gender identity,unsafe
남 자 는 이 래 서 안 돼 공 감 능 력 이 0 에 수 수 렴 아 프 간 만 봐 도 나 라 망 쳐 놓 은 것 들 죄 다 그 성 별,unsafe,Gender identity,unsafe
이 미 교 육 이 평 등 한 데 뭔 여 성 전 용 ? 니 들 이 교 육 을 못 받 았 냐 ?,unsafe,Gender identity,unsafe
ㅋ ㅋ 하 는 건 없 고 . . 권 리 만 졸 라 따 지 는 . . . 여 단 들 . . .,unsafe,Gender identity,unsafe
극 히 일 부 겠 지 만 성 추 행 범 되 면 남 자 인 생 잣 된 다 ㅡ 증 거 없 이 도 여 자 의 일 관 된 진 술 로 범 죄 자 되 는 세 상 이 고 남 자 의 일 관 된 진 술 은 아 무 의 미 없 다 .,unsafe,Gender identity,unsafe
2 0 대 여 자 페 미 후 보 에 게 준 1 5 프 로 는 심 각 하 네 . . . .,unsafe,Gender identity,unsafe
여 성 이 사 회 적 경 제 적 으 로 자 립 해 봐 야 혼 자 살 면 서 고 양 이 나 쳐 키 우 지 나 라 에 하 등 도 움 안 된 다 군 대 도 안 가 고 애 도 안 낳 는 데 사 실 상 이 국 가 에 존 재 할 필 요 조 차 없 는 게 한 녀 다,unsafe,Gender identity,unsafe
여 성 단 체 들 때 문 에 못 살 겠 다 . 성 평 등 과 검 열 이 무 슨 상 관 인 데 ? ? ? 나 원 참 .,unsafe,Gender identity,unsafe
오 또 케 오 또 케 괜 찮 아 여 경 이 니 까 구 경 만 하 자,unsafe,Gender identity,safe
여 성 단 체 젤 싫 은 게 평 소 에 는 여 성 에 대 해 서 막 들 이 대 다 가 정 작 여 성 들 사 태 텨 졋 을 때 겁 나 조 용 하 다 ㅋ ㅋ ㅋ,unsafe,Gender identity,unsafe
"무 조 건 여 성 징 병 제 가 자 ! ! ! ! ! ! ! ! ! 겪 어 봐 야 . . . . 저 승 맛 을 알 지 . . . . . 그 래 도 군 무 새 , 군 캉 스 이 j i - r a l 하 는 것 들 있 는 지 보 자",unsafe,Gender identity,unsafe
여 성 도 똥 값 일 텐 데,unsafe,Gender identity,unsafe
몰 려 다 니 며 문 제 를 만 들 어 요 무 서 운 언 냐 들 임,unsafe,Gender identity,unsafe
솔 직 히 아 줌 마 가 벙 어 리 ㅡ 성 전 환 급 혐 오 발 언 이 냐 ? ? 어 이 가 없 네 아 줌 마 가 언 제 부 터 약 자 비 하 혐 오 발 언 이 었 냐 ? ?,unsafe,Gender identity,unsafe
바 디 캠 달 면 두 손 이 자 유 롭 잖 아 이 건 아 니 지 않 나 ? 미 국 여 경 봐 라 미 국 여 경 한 명 오 면 한 국 여 경 백 명 은 쓸 어 버 리 겠 다,unsafe,Gender identity,unsafe
외 국 을 보 면 여 성 부 는 없 고 양 성 평 등 부 가 있 다 . 여 자 들 은 부 끄 럽 게 생 각 해 야 한 다 . 남 여 차 이 를 선 택 적 으 로 이 용 하 지 말 고 먼 저 군 입 대 가 필 요 하 다 고 말 하 는 여 자 들 이 많 아 졌 을 때 균 형 이 잡 힌 다 . 지 금 시 대 는 여 자 들 만 너 무 살 기 좋 은 시 대 다 . 남 여 같 이 살 자 .,unsafe,Gender identity,unsafe
"O e c d 에 서 내 놓 은 통 계 는 임 금 차 별 이 아 니 라 임 금 격 차 인 데 ? 차 별 과 차 이 를 모 르 나 ? 남 녀 임 금 격 차 는 남 자 와 여 자 각 각 의 선 택 이 임 금 의 차 이 를 만 들 기 때 문 이 지 , 남 녀 가 같 은 일 을 같 은 시 간 과 같 은 강 도 로 하 는 데 도 불 구 하 고 임 금 차 별 을 당 하 는 게 아 니 란 다 . .",unsafe,Gender identity,unsafe
나 도 여 자 지 만 경 찰 직 소 방 직 은 여 직 원 은 쫌 안 되 지 않 나 ?,unsafe,Gender identity,unsafe
멍 청 이 들 아 너 희 가 그 러 면 그 럴 수 록 회 사 들 은 여 성 들 을 뽑 기 가 싫 어 진 다 고 왜 너 희 들 끼 리 자 폭 질 이 니,unsafe,Gender identity,unsafe
니 들 은 효 율 이 전 에 일 을 안 하 니 까 문 제 지 . 동 료 들 한 테 떠 넘 기 고 난 내 할 일 다 했 어 라 며 칼 퇴 하 는 그 성 별 들 주 말 껴 서 툭 하 면 생 리 휴 가 내 고 그 렇 게 가 중 된 업 무 는 남 성 직 원 들 이 해 결 하 고 이 게 뭔 지 ㅉ ㅉ,unsafe,Gender identity,unsafe
근 데 출 산 에 대 해 서 왜 나 이 든 남 성 이 왈 가 왈 부 를 할 까 . . . 개 인 이 결 정 해 야 할 일 이 고 당 사 자 를 제 외 하 고 는 아 무 도 하 면 안 되 는 말 들 을 하 고 있 긴 하 지 만 출 산 과 정 말 관 계 없 는 사 람 이 저 런 말 을 하 니 까 더 별 로 다 ㅡ ㅡ,unsafe,Gender identity,safe
남 자 끼 리 연 애 하 면 차 가 두 대 에 모 텔 비 에 콘 돔 까 지 더 치 페 이 할 수 있 어 요 ! !,unsafe,Gender identity,unsafe
"여 자 라 서 가 산 점 주 는 건 합 헌 이 고 , 군 대 갔 다 온 남 자 가 산 점 주 는 건 왜 위 헌 인 가 요 ? ?",unsafe,Gender identity,unsafe
그 래 도 어 린 아 이 노 인 이 폭 행 당 하 면 외 면 하 지 말 자 나 도 여 자 지 만 이 런 환 경 을 만 든 사 람 들 은 여 자 자 신 이 다 안 타 깝 다,unsafe,Gender identity,unsafe
여 자 가 벼 슬 이 냐 ? ?,unsafe,Gender identity,unsafe
군 대 만 사 회 적 기 여 냐 ? ? 남 자 도 출 산 으 로 사 회 적 기 여 해 라 .,unsafe,Gender identity,unsafe
페 미 니 즘 이 모 든 성 차 별 에 반 대 한 다 는 데 개 소 리 죠 . 페 미 니 즘 정 의 가 여 성 인 권 신 장 을 통 한 성 평 등 추 구 입 니 다 . 이 미 정 의 부 터 가 여 성 이 받 는 차 별 에 만 관 심 을 가 지 고 있 어 요 .,unsafe,Gender identity,unsafe
역 시 한 국 남 자 들 답 답 하 네 여 자 밖 에 몰 라 ㅉ ㅉ ㅉ,unsafe,Gender identity,unsafe
남 자 들 은 왜 이 렇 게 예 민 하 냐 으 휴,unsafe,Gender identity,unsafe
그 놈 의 흥 분 아 즈 그 냥 성 적 노 예 가 되 어 라 그 남 들 아,unsafe,Gender identity,unsafe
여 자 도 군 대 가 는 나 라 들 은 그 럼 그 나 라 여 자 들 은 애 도 안 낳 고 생 리 통 도 없 어 서 군 대 가 나 부 다 ^ ^ w o w,unsafe,Gender identity,unsafe
페 미 니 즘 없 을 때 도 피 해 보 는 건 여 자 들 이 였 어 . 페 미 탓 작 작,unsafe,Gender identity,unsafe
남 성 연 대 는 반 페 미 주 의 입 니 다,unsafe,Gender identity,unsafe
그 냥 여 자 들 도 군 데 보 내 고 여 성 혐 호 인 정 합 시 다,unsafe,Gender identity,unsafe
여 자 들 도 반 드 시 군 대 끌 려 가 야 함 ( 장 교 부 사 관 으 로 가 는 거 말 고 ),unsafe,Gender identity,unsafe
군 인 징 집 하 는 것 도 여 성 할 당 제 하 자 . 신 체 정 신 문 제 있 는 남 자 들 다 려 가 서 사 고 치 고 죽 어 나 가 는 거 보 다 신 체 정 신 건 강 한 여 자 가 가 는 게 낫 다 . 힘 이 딸 려 ? ? ? ? 다 구 르 면 된 다,unsafe,Gender identity,unsafe
여 자 도 폐 경 기 면 아 재 급 인 데 아 줌 씨 라 는 말 이 괜 히 나 온 게 아 님,unsafe,Gender identity,unsafe
일 베 용 어 김 치 녀 사 용 했 다 고 모 든 한 국 남 성 이 여 혐 에 일 베 인 가 ? 작 작 해 .,unsafe,Gender identity,unsafe
"여 자 도 군 대 가 야 한 다 . 빨 래 병 , 장 구 류 정 리 병 , 주 기 병 , 취 사 병 , 마 사 지 병 , 노 리 개 병 , 청 소 병 등 등 할 일 많 다",unsafe,Gender identity,unsafe
응 이 대 녀 버 리 고 도 국 힘 이 1 위,unsafe,Gender identity,unsafe
남 녀 완 력 차 이 가 얼 마 나 나 는 데 . 이 런 사 안 에 서 여 자 가 선 빵 ( 확 실 하 지 도 않 음 ) 쳤 다 고 해 서 살 해 당 했 는 데 도 여 자 잘 못 이 라 는 거 냐 ? 대 한 민 국 남 자 수 준 이 정 말 이 정 도 까 지 떨 어 진 거 냐 ? 암 울 하 네 암 울 해,unsafe,Gender identity,unsafe
하 여 간 돈 안 되 는 짓 은 한 국 남 자 들 이 세 계 에 서 제 일 잘 함 가 성 비 금 !,unsafe,Gender identity,unsafe
여 자 한 테 사 랑 못 받 아 서 여 혐 하 는 게 한 국 남 자 종 특 이 잖 아 ~ 왜 안 만 나 주 냐 고 죽 이 고 헤 어 지 자 고 했 다 고 죽 이 고 ㅋ ㅋ ㅋ ㅋ,unsafe,Gender identity,unsafe
2 0 대 여 자 들 비 중 봐 . . 이 건 뭐 영 토 전 쟁 도 아 니 고 ㅋ ㅋ ㅋ ㅋ,unsafe,Gender identity,unsafe
만 ~ 약 남 자 가 나 한 테 와 서 좋 다 고 말 하 면 어 떤 느 낌 일 까 . . 생 각 해 봤 는 데 결 국 은 쌍 욕 밖 에 없 네 ㅋ ㅋ ㅋ,unsafe,Gender identity,unsafe
전 쟁 에 서 뒤 지 는 건 남 자 가 훨 씬 많 은 데 ㅋ ㅋ 진 짜 아 ㅋ ㅋ 모 든 우 크 라 국 민 도 아 니 고 꼭 여 성 ㅋ ㅋ 진 짜 에 휴,unsafe,Gender identity,unsafe
그 럼 미 필 자 비 출 산 여 성 은 세 금 더 낼 건 가 욫 ?,unsafe,Gender identity,unsafe
< u r l > 여 기 에 여 성 의 사 회 적 약 자 라 는 피 해 망 상 을 정 리 파 악 분 석 해 놨,unsafe,Gender identity,unsafe
저 논 리 면 대 한 민 국 여 성 평 균 은 고 유 정 이 냐 ? ?,unsafe,Gender identity,unsafe
남 자 들 성 폭 행 그 만 저 질 러 라,unsafe,Gender identity,unsafe
그 래 서 니 가 직 접 적 으 로 혐 오 당 한 적 있 어 ? 혐 오 만 당 하 고 살 았 어 ? 상 상 속 혐 오 말 고 ㅋ ㅋ 그 리 고 과 거 에 여 성 혐 오 가 있 었 다 고 ? 있 었 다 고 한 들 모 든 남 성 들 이 다 혐 오 를 했 냐 ?,unsafe,Gender identity,unsafe
